PF08263	Leucine rich repeat N-terminal domain
PF13855	Leucine rich repeat
PF13516	Leucine Rich repeat
PF00069	Protein kinase domain
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF01535	PPR repeat
PF01535	PPR repeat
PF13812	Pentatricopeptide repeat domain
PF12854	PPR repeat
PF02129	X-Pro dipeptidyl-peptidase (S15 family)
PF00888	Cullin family
PF10557	Cullin protein neddylation domain
PF13906	C-terminus of AA_permease
PF13520	Amino acid permease
PF00654	Voltage gated chloride channel
PF00571	CBS domain
PF00571	CBS domain
PF02496	ABA/WDS induced protein
PF05050	Methyltransferase FkbM domain
PF04144	SCAMP family
PF02992	Transposase family tnp2
PF02992	Transposase family tnp2
PF13960	Domain of unknown function (DUF4218)
PF13952	Domain of unknown function (DUF4216)
PF00512	His Kinase A (phospho-acceptor) domain
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
PF00072	Response regulator receiver domain
PF00132	Bacterial transferase hexapeptide (six repeats)
PF00132	Bacterial transferase hexapeptide (six repeats)
PF14767	Replication protein A interacting middle
PF14766	Replication protein A interacting N-terminal
PF16212	Phospholipid-translocating P-type ATPase C-terminal
PF13246	Cation transport ATPase (P-type)
PF16209	Phospholipid-translocating ATPase N-terminal
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF12854	PPR repeat
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF12697	Alpha/beta hydrolase family
PF00082	Subtilase family
PF00916	Sulfate permease family
PF01740	STAS domain
PF04969	CS domain
PF00271	Helicase conserved C-terminal domain
PF00176	SNF2 family N-terminal domain
PF00176	SNF2 family N-terminal domain
PF00097	Zinc finger, C3HC4 type (RING finger)
PF01471	Putative peptidoglycan binding domain
PF00413	Matrixin
PF03732	Retrotransposon gag protein
PF00069	Protein kinase domain
PF00152	tRNA synthetases class II (D, K and N)
PF01336	OB-fold nucleic acid binding domain
PF00010	Helix-loop-helix DNA-binding domain
PF07734	F-box associated
PF12906	RING-variant domain
PF01198	Ribosomal protein L31e
PF13639	Ring finger domain
PF13855	Leucine rich repeat
PF08263	Leucine rich repeat N-terminal domain
PF00069	Protein kinase domain
PF07939	Protein of unknown function (DUF1685)
PF14608	RNA-binding, Nab2-type zinc finger
PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
PF00013	KH domain
PF06839	GRF zinc finger
PF03004	Plant transposase (Ptta/En/Spm family)
PF01565	FAD binding domain
PF08031	Berberine and berberine like
PF14381	Ethylene-responsive protein kinase Le-CTR1
PF07714	Protein tyrosine kinase
PF00591	Glycosyl transferase family, a/b domain
PF00069	Protein kinase domain
PF14368	Probable lipid transfer
PF14009	Domain of unknown function (DUF4228)
PF13917	Zinc knuckle
PF01988	VIT family
PF01988	VIT family
PF13639	Ring finger domain
PF00069	Protein kinase domain
PF00574	Clp protease
PF00999	Sodium/hydrogen exchanger family
PF04526	Protein of unknown function (DUF568)
PF03188	Eukaryotic cytochrome b561
PF04398	Protein of unknown function, DUF538
PF13855	Leucine rich repeat
PF13855	Leucine rich repeat
PF08263	Leucine rich repeat N-terminal domain
PF00560	Leucine Rich Repeat
PF00560	Leucine Rich Repeat
PF00069	Protein kinase domain
PF14111	Domain of unknown function (DUF4283)
PF04043	Plant invertase/pectin methylesterase inhibitor
PF03016	Exostosin family
PF00201	UDP-glucoronosyl and UDP-glucosyl transferase
PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF13418	Galactose oxidase, central domain
PF02676	Methyltransferase TYW3
PF01344	Kelch motif
PF01344	Kelch motif
PF02475	Met-10+ like-protein
PF08276	PAN-like domain
PF01453	D-mannose binding lectin
PF11883	Domain of unknown function (DUF3403)
PF00954	S-locus glycoprotein domain
PF07714	Protein tyrosine kinase
PF13041	PPR repeat family
PF13041	PPR repeat family
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF00083	Sugar (and other) transporter
PF00736	EF-1 guanine nucleotide exchange domain
PF00249	Myb-like DNA-binding domain
PF08839	DNA replication factor CDT1 like
PF10551	MULE transposase domain
PF04434	SWIM zinc finger
PF03101	FAR1 DNA-binding domain
PF03732	Retrotransposon gag protein
PF00225	Kinesin motor domain
PF00225	Kinesin motor domain
PF01535	PPR repeat
PF01535	PPR repeat
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF12854	PPR repeat
PF12854	PPR repeat
PF00646	F-box domain
PF00664	ABC transporter transmembrane region
PF00664	ABC transporter transmembrane region
PF00005	ABC transporter
PF00005	ABC transporter
PF00999	Sodium/hydrogen exchanger family
PF00244	14-3-3 protein
PF02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain
PF00056	lactate/malate dehydrogenase, NAD binding domain
PF04782	Protein of unknown function (DUF632)
PF04783	Protein of unknown function (DUF630)
PF09180	Prolyl-tRNA synthetase, C-terminal
PF03129	Anticodon binding domain
PF00587	tRNA synthetase class II core domain (G, H, P, S and T)
PF05529	Bap31/Bap29 transmembrane region
PF02453	Reticulon
PF00828	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A
PF00892	EamA-like transporter family
PF00892	EamA-like transporter family
PF13912	C2H2-type zinc finger
PF14543	Xylanase inhibitor N-terminal
PF14541	Xylanase inhibitor C-terminal
PF13855	Leucine rich repeat
PF13855	Leucine rich repeat
PF08263	Leucine rich repeat N-terminal domain
PF00149	Calcineurin-like phosphoesterase
PF00646	F-box domain
PF01161	Phosphatidylethanolamine-binding protein
PF00179	Ubiquitin-conjugating enzyme
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF14432	DYW family of nucleic acid deaminases
PF13812	Pentatricopeptide repeat domain
PF13041	PPR repeat family
PF13041	PPR repeat family
PF10604	Polyketide cyclase / dehydrase and lipid transport
PF02991	Autophagy protein Atg8 ubiquitin like
PF01612	3'-5' exonuclease
PF07942	N2227-like protein
PF05391	Lsm interaction motif
PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF14111	Domain of unknown function (DUF4283)
PF02045	CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B
PF07816	Protein of unknown function (DUF1645)
PF00069	Protein kinase domain
PF01697	Glycosyltransferase family 92
PF00406	Adenylate kinase
PF00795	Carbon-nitrogen hydrolase
PF06859	Bicoid-interacting protein 3 (Bin3)
PF06325	Ribosomal protein L11 methyltransferase (PrmA)
PF03083	Sugar efflux transporter for intercellular exchange
PF03083	Sugar efflux transporter for intercellular exchange
PF13041	PPR repeat family
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF10250	GDP-fucose protein O-fucosyltransferase
PF00487	Fatty acid desaturase
PF02136	Nuclear transport factor 2 (NTF2) domain
PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF07911	Protein of unknown function (DUF1677)
PF13880	ESCO1/2 acetyl-transferase
PF13878	zinc-finger of acetyl-transferase ESCO
PF00657	GDSL-like Lipase/Acylhydrolase
PF00083	Sugar (and other) transporter
PF00083	Sugar (and other) transporter
PF00249	Myb-like DNA-binding domain
PF01569	PAP2 superfamily
PF00201	UDP-glucoronosyl and UDP-glucosyl transferase
PF00155	Aminotransferase class I and II
PF00294	pfkB family carbohydrate kinase
PF00294	pfkB family carbohydrate kinase
PF00226	DnaJ domain
PF00153	Mitochondrial carrier protein
PF00153	Mitochondrial carrier protein
PF00153	Mitochondrial carrier protein
PF01657	Salt stress response/antifungal
PF01657	Salt stress response/antifungal
PF00582	Universal stress protein family
PF02458	Transferase family
PF02784	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
PF00278	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
PF17919	RNase H-like domain found in reverse transcriptase
PF05078	Protein of unknown function (DUF679)
PF01486	K-box region
PF01161	Phosphatidylethanolamine-binding protein
PF07690	Major Facilitator Superfamily
PF00999	Sodium/hydrogen exchanger family
PF04654	Protein of unknown function, DUF599
PF00190	Cupin
PF06955	Xyloglucan endo-transglycosylase (XET) C-terminus
PF00722	Glycosyl hydrolases family 16
PF14226	non-haem dioxygenase in morphine synthesis N-terminal
PF03171	2OG-Fe(II) oxygenase superfamily
PF17919	RNase H-like domain found in reverse transcriptase
PF01501	Glycosyl transferase family 8
PF00010	Helix-loop-helix DNA-binding domain
PF00010	Helix-loop-helix DNA-binding domain
PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF14570	RING/Ubox like zinc-binding domain
PF03399	SAC3/GANP family
PF00583	Acetyltransferase (GNAT) family
PF00931	NB-ARC domain
PF00481	Protein phosphatase 2C
PF00481	Protein phosphatase 2C
PF04535	Domain of unknown function (DUF588)
PF01061	ABC-2 type transporter
PF00005	ABC transporter
PF13641	Glycosyltransferase like family 2
PF00651	BTB/POZ domain
PF03000	NPH3 family
PF00170	bZIP transcription factor
PF02298	Plastocyanin-like domain
PF08142	AARP2CN (NUC121) domain
PF04950	40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal
PF14541	Xylanase inhibitor C-terminal
PF14543	Xylanase inhibitor N-terminal
PF05691	Raffinose synthase or seed imbibition protein Sip1
PF10502	Signal peptidase, peptidase S26
PF02390	Putative methyltransferase
PF00504	Chlorophyll A-B binding protein
PF10250	GDP-fucose protein O-fucosyltransferase
PF02902	Ulp1 protease family, C-terminal catalytic domain
PF16881	N-terminal domain of lipoyl synthase of Radical_SAM family
PF04055	Radical SAM superfamily
PF02298	Plastocyanin-like domain
PF01612	3'-5' exonuclease
PF00570	HRDC domain
PF04597	Ribophorin I
PF00005	ABC transporter
PF00005	ABC transporter
PF00664	ABC transporter transmembrane region
PF00664	ABC transporter transmembrane region
PF01927	Mut7-C RNAse domain
PF01612	3'-5' exonuclease
PF04212	MIT (microtubule interacting and transport) domain
PF09336	Vps4 C terminal oligomerisation domain
PF00004	ATPase family associated with various cellular activities (AAA)
PF00186	Dihydrofolate reductase
PF00303	Thymidylate synthase
PF01529	DHHC palmitoyltransferase
PF03514	GRAS domain family
PF04864	Allinase
PF17862	AAA+ lid domain
PF00004	ATPase family associated with various cellular activities (AAA)
PF00917	MATH domain
PF00917	MATH domain
PF00917	MATH domain
PF03514	GRAS domain family
PF06999	Sucrase/ferredoxin-like
PF01425	Amidase
PF00010	Helix-loop-helix DNA-binding domain
PF16193	AAA C-terminal domain
PF00004	ATPase family associated with various cellular activities (AAA)
PF12002	MgsA AAA+ ATPase C terminal
PF00249	Myb-like DNA-binding domain
PF00201	UDP-glucoronosyl and UDP-glucosyl transferase
PF00291	Pyridoxal-phosphate dependent enzyme
PF13966	zinc-binding in reverse transcriptase
PF04535	Domain of unknown function (DUF588)
PF14853	Fis1 C-terminal tetratricopeptide repeat
PF14852	Fis1 N-terminal tetratricopeptide repeat
PF14226	non-haem dioxygenase in morphine synthesis N-terminal
PF03171	2OG-Fe(II) oxygenase superfamily
PF07727	Reverse transcriptase (RNA-dependent DNA polymerase)
PF00583	Acetyltransferase (GNAT) family
PF07816	Protein of unknown function (DUF1645)
PF00860	Permease family
PF01554	MatE
PF01554	MatE
PF00173	Cytochrome b5-like Heme/Steroid binding domain
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF01535	PPR repeat
PF01535	PPR repeat
PF14432	DYW family of nucleic acid deaminases
PF12937	F-box-like
PF02042	RWP-RK domain
PF00564	PB1 domain
PF09118	Domain of unknown function (DUF1929)
PF07250	Glyoxal oxidase N-terminus
PF13499	EF-hand domain pair
PF01699	Sodium/calcium exchanger protein
PF01699	Sodium/calcium exchanger protein
PF05916	GINS complex protein
PF04542	Sigma-70 region 2
PF04539	Sigma-70 region 3
PF04545	Sigma-70, region 4
PF06241	Castor and Pollux, part of voltage-gated ion channel
PF06179	Surfeit locus protein 5 subunit 22 of Mediator complex
PF13947	Wall-associated receptor kinase galacturonan-binding
PF13639	Ring finger domain
PF01422	NF-X1 type zinc finger
PF01422	NF-X1 type zinc finger
PF01422	NF-X1 type zinc finger
PF01422	NF-X1 type zinc finger
PF01422	NF-X1 type zinc finger
PF01422	NF-X1 type zinc finger
PF01422	NF-X1 type zinc finger
PF01422	NF-X1 type zinc finger
PF01422	NF-X1 type zinc finger
PF01422	NF-X1 type zinc finger
PF00022	Actin
PF00847	AP2 domain
PF00082	Subtilase family
PF17766	Fibronectin type-III domain
PF02225	PA domain
PF05922	Peptidase inhibitor I9
PF02798	Glutathione S-transferase, N-terminal domain
PF13410	Glutathione S-transferase, C-terminal domain
PF06217	GAGA binding protein-like family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF00291	Pyridoxal-phosphate dependent enzyme
PF09341	Transcription factor Pcc1
PF12049	Protein of unknown function (DUF3531)
PF14111	Domain of unknown function (DUF4283)
PF13561	Enoyl-(Acyl carrier protein) reductase
PF02779	Transketolase, pyrimidine binding domain
PF00676	Dehydrogenase E1 component
PF16078	2-oxoglutarate dehydrogenase N-terminus
PF16870	2-oxoglutarate dehydrogenase C-terminal
PF03634	TCP family transcription factor
PF04099	Sybindin-like family
PF00847	AP2 domain
PF03357	Snf7
PF03878	YIF1
PF00834	Ribulose-phosphate 3 epimerase family
PF04000	Sas10/Utp3/C1D family
PF06839	GRF zinc finger
PF02731	SKIP/SNW domain
PF13656	RNA polymerase Rpb3/Rpb11 dimerisation domain
PF00013	KH domain
PF00013	KH domain
PF00013	KH domain
PF00013	KH domain
PF12799	Leucine Rich repeats (2 copies)
PF07714	Protein tyrosine kinase
PF08263	Leucine rich repeat N-terminal domain
PF08263	Leucine rich repeat N-terminal domain
PF13456	Reverse transcriptase-like
PF00170	bZIP transcription factor
PF03214	Reversibly glycosylated polypeptide
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF14432	DYW family of nucleic acid deaminases
PF01535	PPR repeat
PF01535	PPR repeat
PF16363	GDP-mannose 4,6 dehydratase
PF01852	START domain
PF07059	Protein of unknown function (DUF1336)
PF00169	PH domain
PF00854	POT family
PF00069	Protein kinase domain
PF00139	Legume lectin domain
PF03514	GRAS domain family
PF06886	Targeting protein for Xklp2 (TPX2)
PF13369	Transglutaminase-like superfamily
PF04161	Arv1-like family
PF01344	Kelch motif
PF01344	Kelch motif
PF00069	Protein kinase domain
PF00069	Protein kinase domain
PF02519	Auxin responsive protein
PF01301	Glycosyl hydrolases family 35
PF02140	Galactose binding lectin domain
PF17834	Beta-sandwich domain in beta galactosidase
PF14379	MYB-CC type transfactor, LHEQLE motif
PF00249	Myb-like DNA-binding domain
PF06217	GAGA binding protein-like family
PF00481	Protein phosphatase 2C
PF17919	RNase H-like domain found in reverse transcriptase
PF18052	Rx N-terminal domain
PF00931	NB-ARC domain
PF12061	Late blight resistance protein R1
PF07714	Protein tyrosine kinase
PF02458	Transferase family
PF08392	FAE1/Type III polyketide synthase-like protein
PF08541	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
PF03547	Membrane transport protein
PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
PF00205	Thiamine pyrophosphate enzyme, central domain
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF13041	PPR repeat family
PF01426	BAH domain
PF01426	BAH domain
PF12047	Cytosine specific DNA methyltransferase replication foci domain
PF12047	Cytosine specific DNA methyltransferase replication foci domain
PF00145	C-5 cytosine-specific DNA methylase
PF06974	Protein of unknown function (DUF1298)
PF03007	Wax ester synthase-like Acyl-CoA acyltransferase domain
PF10269	Transmembrane Fragile-X-F protein
PF13920	Zinc finger, C3HC4 type (RING finger)
PF00213	ATP synthase delta (OSCP) subunit
PF01585	G-patch domain
PF05185	PRMT5 arginine-N-methyltransferase
PF17285	PRMT5 TIM barrel domain
PF17286	PRMT5 oligomerisation domain
PF14111	Domain of unknown function (DUF4283)
PF00854	POT family
PF07714	Protein tyrosine kinase
PF00928	Adaptor complexes medium subunit family
PF14416	PMR5 N terminal Domain
PF13839	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p
PF00304	Gamma-thionin family
PF03719	Ribosomal protein S5, C-terminal domain
PF00333	Ribosomal protein S5, N-terminal domain
PF01490	Transmembrane amino acid transporter protein
PF07386	Protein of unknown function (DUF1499)
PF14111	Domain of unknown function (DUF4283)
PF00850	Histone deacetylase domain
PF00651	BTB/POZ domain
PF03478	Protein of unknown function (DUF295)
PF13415	Galactose oxidase, central domain
PF01344	Kelch motif
PF11265	Mediator complex subunit 25 von Willebrand factor type A
PF05678	VQ motif
PF01762	Galactosyltransferase
PF02779	Transketolase, pyrimidine binding domain
PF02780	Transketolase, C-terminal domain
PF01348	Type II intron maturase
PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)
PF14111	Domain of unknown function (DUF4283)
PF13855	Leucine rich repeat
PF12819	Malectin-like domain
PF00149	Calcineurin-like phosphoesterase
PF00319	SRF-type transcription factor (DNA-binding and dimerisation domain)
PF01486	K-box region
PF03106	WRKY DNA -binding domain
PF01583	Adenylylsulphate kinase
PF10497	Zinc-finger domain of monoamine-oxidase A repressor R1
PF13920	Zinc finger, C3HC4 type (RING finger)
PF00091	Tubulin/FtsZ family, GTPase domain
PF03953	Tubulin C-terminal domain
PF05743	UEV domain
PF09454	Vps23 core domain
PF07287	Acyclic terpene utilisation family protein AtuA
PF05057	Putative serine esterase (DUF676)
PF04398	Protein of unknown function, DUF538
PF17919	RNase H-like domain found in reverse transcriptase
PF13499	EF-hand domain pair
PF00085	Thioredoxin
PF04561	RNA polymerase Rpb2, domain 2
PF00562	RNA polymerase Rpb2, domain 6
PF04560	RNA polymerase Rpb2, domain 7
PF04565	RNA polymerase Rpb2, domain 3
PF04566	RNA polymerase Rpb2, domain 4
PF04563	RNA polymerase beta subunit
PF04567	RNA polymerase Rpb2, domain 5
PF13639	Ring finger domain
PF00067	Cytochrome P450
PF01061	ABC-2 type transporter
PF00005	ABC transporter
PF14380	Wall-associated receptor kinase C-terminal
PF00069	Protein kinase domain
PF01490	Transmembrane amino acid transporter protein
PF13041	PPR repeat family
PF13041	PPR repeat family
PF01535	PPR repeat
PF01535	PPR repeat
PF14432	DYW family of nucleic acid deaminases
PF00443	Ubiquitin carboxyl-terminal hydrolase
PF07534	TLD
PF00585	C-terminal regulatory domain of Threonine dehydratase
PF00585	C-terminal regulatory domain of Threonine dehydratase
PF00291	Pyridoxal-phosphate dependent enzyme
PF03372	Endonuclease/Exonuclease/phosphatase family
PF00012	Hsp70 protein
PF00012	Hsp70 protein
PF13041	PPR repeat family
PF01494	FAD binding domain
PF04833	COBRA-like protein
PF13537	Glutamine amidotransferase domain
PF00733	Asparagine synthase
PF02330	Mitochondrial glycoprotein
PF00071	Ras family
PF00503	G-protein alpha subunit
PF03033	Glycosyltransferase family 28 N-terminal domain
PF07734	F-box associated
PF00646	F-box domain
PF00847	AP2 domain
PF07478	D-ala D-ala ligase C-terminus
PF07478	D-ala D-ala ligase C-terminus
PF01820	D-ala D-ala ligase N-terminus
PF01820	D-ala D-ala ligase N-terminus
PF14215	bHLH-MYC and R2R3-MYB transcription factors N-terminal
PF14215	bHLH-MYC and R2R3-MYB transcription factors N-terminal
PF00010	Helix-loop-helix DNA-binding domain
PF01585	G-patch domain
PF07970	Endoplasmic reticulum vesicle transporter
PF13850	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
PF12854	PPR repeat
PF12854	PPR repeat
PF12854	PPR repeat
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF13041	PPR repeat family
PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF02519	Auxin responsive protein
PF00249	Myb-like DNA-binding domain
PF02136	Nuclear transport factor 2 (NTF2) domain
PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF09331	Domain of unknown function (DUF1985)
PF00646	F-box domain
PF08059	SEP domain
PF00789	UBX domain
PF00168	C2 domain
PF16124	RecQ zinc-binding
PF00270	DEAD/DEAH box helicase
PF14493	Helix-turn-helix domain
PF00271	Helicase conserved C-terminal domain
PF00570	HRDC domain
PF09382	RQC domain
PF00436	Single-strand binding protein family
PF05212	Protein of unknown function (DUF707)
PF07393	Exocyst complex component Sec10
PF16913	Purine nucleobase transmembrane transport
PF03106	WRKY DNA -binding domain
PF10533	Plant zinc cluster domain
PF03106	WRKY DNA -binding domain
PF07939	Protein of unknown function (DUF1685)
PF14559	Tetratricopeptide repeat
PF13912	C2H2-type zinc finger
PF13912	C2H2-type zinc finger
PF01585	G-patch domain
PF14009	Domain of unknown function (DUF4228)
PF00005	ABC transporter
PF00664	ABC transporter transmembrane region
PF00664	ABC transporter transmembrane region
PF00005	ABC transporter
PF02149	Kinase associated domain 1
PF00069	Protein kinase domain
PF00281	Ribosomal protein L5
PF00673	ribosomal L5P family C-terminus
PF14009	Domain of unknown function (DUF4228)
PF01357	Pollen allergen
PF03330	Lytic transglycolase
PF03215	Rad17 P-loop domain
PF00176	SNF2 family N-terminal domain
PF00271	Helicase conserved C-terminal domain
PF01370	NAD dependent epimerase/dehydratase family
PF02368	Bacterial Ig-like domain (group 2)
PF02368	Bacterial Ig-like domain (group 2)
PF00293	NUDIX domain
PF18290	Nudix hydrolase domain
PF00046	Homeodomain
PF02183	Homeobox associated leucine zipper
PF01095	Pectinesterase
PF04043	Plant invertase/pectin methylesterase inhibitor
PF01775	Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A
PF00544	Pectate lyase
PF13640	2OG-Fe(II) oxygenase superfamily
PF07727	Reverse transcriptase (RNA-dependent DNA polymerase)
PF01190	Pollen proteins Ole e I like
PF00230	Major intrinsic protein
PF00646	F-box domain
PF00010	Helix-loop-helix DNA-binding domain
PF14215	bHLH-MYC and R2R3-MYB transcription factors N-terminal
PF10559	Plug domain of Sec61p
PF00344	SecY translocase
PF00462	Glutaredoxin
PF00004	ATPase family associated with various cellular activities (AAA)
PF05362	Lon protease (S16) C-terminal proteolytic domain
PF02190	ATP-dependent protease La (LON) substrate-binding domain
PF02990	Endomembrane protein 70
PF00433	Protein kinase C terminal domain
PF00069	Protein kinase domain
PF02458	Transferase family
PF13893	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF11835	RRM-like domain
PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF00240	Ubiquitin family
PF02179	BAG domain
PF00385	Chromo (CHRromatin Organisation MOdifier) domain
PF07250	Glyoxal oxidase N-terminus
PF09118	Domain of unknown function (DUF1929)
PF00847	AP2 domain
PF00497	Bacterial extracellular solute-binding proteins, family 3
PF00060	Ligand-gated ion channel
PF01094	Receptor family ligand binding region
PF13976	GAG-pre-integrase domain
PF02567	Phenazine biosynthesis-like protein
PF02469	Fasciclin domain
PF02469	Fasciclin domain
PF13855	Leucine rich repeat
PF13855	Leucine rich repeat
PF13855	Leucine rich repeat
PF03140	Plant protein of unknown function
PF00218	Indole-3-glycerol phosphate synthase
PF00398	Ribosomal RNA adenine dimethylase
PF06839	GRF zinc finger
PF02536	mTERF
PF02536	mTERF
PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF12796	Ankyrin repeats (3 copies)
PF02230	Phospholipase/Carboxylesterase
PF16845	Aspartic acid proteinase inhibitor
PF00560	Leucine Rich Repeat
PF00560	Leucine Rich Repeat
PF00069	Protein kinase domain
PF13855	Leucine rich repeat
PF08263	Leucine rich repeat N-terminal domain
PF00833	Ribosomal S17
PF03151	Triose-phosphate Transporter family
PF13855	Leucine rich repeat
PF07714	Protein tyrosine kinase
PF08263	Leucine rich repeat N-terminal domain
PF00560	Leucine Rich Repeat
PF00560	Leucine Rich Repeat
PF00098	Zinc knuckle
PF01775	Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A
PF00139	Legume lectin domain
PF00069	Protein kinase domain
PF00657	GDSL-like Lipase/Acylhydrolase
PF08212	Lipocalin-like domain
PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
PF04101	Glycosyltransferase family 28 C-terminal domain
PF06925	Monogalactosyldiacylglycerol (MGDG) synthase
PF00664	ABC transporter transmembrane region
PF00664	ABC transporter transmembrane region
PF00005	ABC transporter
PF00005	ABC transporter
PF00067	Cytochrome P450
PF00999	Sodium/hydrogen exchanger family
PF02701	Dof domain, zinc finger
PF13424	Tetratricopeptide repeat
PF00534	Glycosyl transferases group 1
PF00067	Cytochrome P450
PF05142	Domain of unknown function (DUF702)
PF09331	Domain of unknown function (DUF1985)
PF00892	EamA-like transporter family
PF00892	EamA-like transporter family
PF01556	DnaJ C terminal domain
PF00226	DnaJ domain
PF00141	Peroxidase
PF00270	DEAD/DEAH box helicase
PF00271	Helicase conserved C-terminal domain
PF03168	Late embryogenesis abundant protein
PF14648	FAM91 C-terminus
PF14648	FAM91 C-terminus
PF14648	FAM91 C-terminus
PF14647	FAM91 N-terminus
PF11250	Fantastic Four meristem regulator
PF03219	TLC ATP/ADP transporter
PF00847	AP2 domain
PF00847	AP2 domain
PF00931	NB-ARC domain
PF12146	Serine aminopeptidase, S33
PF00288	GHMP kinases N terminal domain
PF00999	Sodium/hydrogen exchanger family
PF13499	EF-hand domain pair
PF13499	EF-hand domain pair
PF13193	AMP-binding enzyme C-terminal domain
PF00501	AMP-binding enzyme
PF00037	4Fe-4S binding domain
PF04068	Possible Fer4-like domain in RNase L inhibitor, RLI
PF00005	ABC transporter
PF00005	ABC transporter
PF00385	Chromo (CHRromatin Organisation MOdifier) domain
PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF01399	PCI domain
PF14108	Domain of unknown function (DUF4281)
PF00067	Cytochrome P450
PF02037	SAP domain
PF00704	Glycosyl hydrolases family 18
PF14299	Phloem protein 2
PF03492	SAM dependent carboxyl methyltransferase
PF09331	Domain of unknown function (DUF1985)
PF00560	Leucine Rich Repeat
PF13855	Leucine rich repeat
PF16913	Purine nucleobase transmembrane transport
PF06839	GRF zinc finger
PF12110	Nuclear protein 96
PF04096	Nucleoporin autopeptidase
PF01554	MatE
PF01554	MatE
PF03081	Exo70 exocyst complex subunit
PF08541	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
PF08392	FAE1/Type III polyketide synthase-like protein
PF01697	Glycosyltransferase family 92
PF01988	VIT family
PF01988	VIT family
PF00197	Trypsin and protease inhibitor
PF00141	Peroxidase
PF02365	No apical meristem (NAM) protein
PF05879	Root hair defective 3 GTP-binding protein (RHD3)
PF02519	Auxin responsive protein
PF03096	Ndr family
PF00067	Cytochrome P450
PF07928	Vps54-like protein
PF00831	Ribosomal L29 protein
PF03330	Lytic transglycolase
PF01357	Pollen allergen
PF13023	HD domain
PF01397	Terpene synthase, N-terminal domain
PF11210	Protein of unknown function (DUF2996)
PF00046	Homeodomain
PF02183	Homeobox associated leucine zipper
